ID;Sentence;A.1);B.1);C.1);D.1);E.1);E.2);F.1);F.2);G.1);I.1);I.2);L.1);L.2);M.1);M.2);M.3);M.4);N.1);O.1);O.2);P.1)
630;Risaldare il legame della scuola con il territorio, restituendo al territorio stesso una scuola luogo dell’istruzione che fecondi il territorio, che sia punto d’incontro e di aggregazione e che celebri il territorio condividendone i valori;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
631;Una scuola luogo di relazioni che agisce con ruolo educativo per la valorizzazione dell’assetto sociale relazionale;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
632;Stabilire un rapporto ragionato e più diretto tra spazi interni ed esterni;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
633;Gran parte di questi spazi devono poter essere utilizzati dalla cittadinanza;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
634;Fondamentale sarà la scelta dei materiali da costruzione con l'utilizzo, ove possibile, di materiali ecocompatibili e sostenibili;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
635;La scuola del nuovo millennio, così come viene definita, dovrà essere dotata delle più moderne tecnologie che consentano un alto livello di istruzione con la massima efficienza;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
636;Dovranno essere implementate le tecnologie ICT Information and Communications Technology, ovvero l'insieme di metodi e tecnologie che realizzano i sistemi di trasmissione, ricezione ed elaborazione di informazioni tecnologie digitali comprese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
637;Tutti gli spazi pertanto dovranno essere flessibili, versatili, adeguatamente cablati e dovrà essere realizzata una rete wi-fi veloce ed efficiente, sfruttando al meglio la tecnologia disponibile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
638;Una scuola che preveda che gli ambienti abbiano pareti apribili, che la densità di frequentazione possa variare in modo marcato, che la destinazione d’uso dei luoghi sia flessibile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
639;La flessibilità impiantistica risponde a due esigenze: una spaziale, innescata dal cambio di conformazione degli ambienti e dall’uso diversificato dei luoghi della scuola, una seconda esigenza di flessibilità riguarda gli utenti: diverso è climatizzare un ambiente frequentato da molti adulti o pochi bambini;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
640;Gli impianti devono essere quindi impostati a matrice, con la possibilità di spegnerli e accenderli a tranche e regolarli separatamente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
641;Si prevede il potenziamento delle dotazioni tecnologiche e degli ambienti di apprendimento delle scuole per il rafforzamento delle competenze digitali di studenti e insegnanti, nonché per il rafforzamento di tutte le competenze chiave, mediante la realizzazione di spazi alternativi per l’apprendimento attrezzati con laboratori mobili, tablet, schermi interattivi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
642;Come già evidenziato in precedenti paragrafi l'intera realizzazione e utilizzo della scuola deve essere finalizzata ed educare alla sostenibilità ambientale;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
643;Nella realizzazione degli impianti tecnologici dovranno essere previsti sistemi di riduzione dei consumi energetici con impatto ambientale ridotto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
644;Potranno essere proposte fonti di energia alternativa sostenibili e si dovranno utilizzare accorgimenti nelle costruzioni esposizione, ventilazione, illuminazione, isolamento, etc. che riducano al minimo l'utilizzo di energia elettrica o termica per rendere l'edificio confortevole;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
645;Tutto il progetto sarà volto a una scelta dei materiali dettata da una attenta valutazione della loro biocompatibilità, sia per salvaguardare la qualità dell'aria interna sia per ottenere un risparmio energetico che migliori da un lato i costi di gestione, e dall'altro ottimizzi il comfort climatico degli ambienti;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0
646;Dotare l'area di dispositivi per parcheggio bici e stalli per motorini e predisporre spazi sosta protetti per gli scuolabus in prossimità degli ingressi;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
647;Minimizzare le dispersioni luminose generate dall’edificio e dal sito e ridurre l’impatto negativo indotto dall’illuminazione dell’edificio durante il periodo notturno;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
648;Adottare adeguati criteri di illuminazione per mantenere livelli di illuminazione di sicurezza, evitando inquinamento luminoso notturno all’esterno del sito;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
649;Adottare delle strategie progettuali che consentano di ridurre l’effetto isola di calore per minimizzare l’impatto sul microclima e sull’habitat umano e animale, ad esempio ombreggiare le superfici costruite del sito con sistemi ed elementi vegetali e utilizzare materiali ad elevata riflessione per le superfici non coperte degli spazi esterni e considerare la possibilità di installare coperture ad elevata albedo o coperture a verde per ridurre l’assorbimento di calore;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
650;Limitare le alterazioni della dinamica naturale del ciclo idrologico, mediante la riduzione delle superfici di copertura impermeabili e l’aumento delle infiltrazioni in sito;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
651;Minimizzare la quantità delle acque grigie riversate in fognatura per ridurne il carico inquinante e prevederne il riutilizzo quasi totale per usi non potabili uso irriguo, scarichi di wc e orinatoi, sistemi di spegnimento incendio e pulizie di aree;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
652;Le scelte progettuali, oltre ad avere efficacia sulla qualità e sostenibilità ambientale del sito e dell'edificio, devono essere uno strumento educativo e di apprendimento;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
653;Scelte costruttive come i tetti verdi, politiche e gestione sostenibili dell'edificio come la raccolta e il riciclo di acque meteoriche, la raccolta differenziata dei rifiuti riciclabili, la produzione in situ di energia da fonti rinnovabili, oltre agli strumenti domotici di controllo dei consumi, che possono essere utilizzati per integrare lezioni e dimostrare il loro funzionamento, devono diventare esempi concreti per educare gli studenti stessi alla sostenibilità;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
654;Garantire la riduzione dell'energia primaria non rinnovabile richiesta durante il ciclo di vita dell'edificio e mirare all'ottimizzazione delle prestazioni energetiche annue e al raggiungimento di un fabbisogno energetico molto basso o quasi nullo dell'edificio a energia quasi zero;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
655;Progettare l'edificio prevedendo disponibilità di spazi aventi orientamento ottimale per l'integrazione di impianti per la produzione di energia da fonti rinnovabili;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
656;L'energia prodotta in situ contribuirà alla compensazione mensile del fabbisogno di energia primaria per ogni vettore energetico consentendo la determinazione e il raggiungimento di una migliore classe energetica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
657;Riduzione del consumo di acqua potabile tramite sistemi e soluzioni per il risparmio idrico potabile di rete, di superficie o di falda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
658;Evitare l'utilizzo di acqua potabile per scopi irrigui;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
659;Riciclare e o recuperare i rifiuti non pericolosi derivanti dalle attività di costruzione e demolizione;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
660;Aumentare la domanda di materiali e prodotti da costruzione con contenuto di riciclato, riducendo in tal modo gli impatti derivanti dall’estrazione e dalla lavorazione di materiali vergini;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
661;Materiali e prodotti da costruzione estratti e lavorati a distanza limitata, sostenendo in tal modo l’uso di risorse locali e riducendo gli impatti sull’ambiente derivanti dal trasporto;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
662;Promuovere l'utilizzo di materiali di origine animale o vegetale rapidamente rinnovabili;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
663;Garantire una ventilazione che consenta di mantenere un elevato grado di salubrità dell'aria, minimizzando al contempo i consumi energetici per la climatizzazione;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
664;Ridurre all’interno dell’edificio i contaminanti che risultano odorosi, irritanti e o nocivi per il comfort ed il benessere degli installatori e degli occupanti;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
665;Nelle aree occupate in modo continuativo garantire il contatto diretto degli occupanti dell’edificio con l’ambiente esterno attraverso l’illuminazione naturale degli spazi e una adeguata percezione visiva dell’esterno;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
666;Il progetto dovrà infine riporre particolare attenzione sul processo manutentivo dell'opera;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
667;Particolare cura dovrà essere prestata: alla coloritura delle pareti in abbinamento con i tendaggi e arredi in modo da creare un ambiente piacevole e confortevole;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
668;Gli spazi di fruizione collettiva appartengono all’intera comunità, sono spazi che consentono alla scuola di vivere per molte più ore rispetto a quelle richieste dalla didattica;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
669;I vari ambienti avranno le caratteristiche dell’open space;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
670;Spazi polifunzionali, dotati di pareti divisorie mobili, ove potranno svolgersi attività di inclusione, attività laboratoriali, attività di proiezione e visione e crearsi differenti aree di lavoro;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
671;Un giardino che circonda i caseggiati interconnessi, con alberi dai colori e profumi che cambiano al variare delle stagioni e richiamano le attività del territorio;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
672;L'intervento, di notevole entità e di indubbio impatto architettonico, non foss'altro per le dimensioni che riveste, deve qualificarsi in maniera particolare sotto il profilo architettonico-funzionale e artistico;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
673;Pertanto molta attenzione dovrà essere data all'inserimento nel contesto locale;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
674;La qualificazione delle aree a fruizione collettiva apre alle possibilità di implementazione e sviluppo dell’abitare gli spazi della scuola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
675;Grande attenzione dovrà essere data alla qualità e composizione architettonica, alla cura degli spazi e dei volumi, alla proporzione tra pieni e vuoti;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
676;Il tutto dovrà essere integrato da un adeguato utilizzo di materiali ecosostenibili, da cromatismi, trasparenze che assieme rendano l'edificio unico, bello, funzionale ma riconoscibile e vissuto;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
677;Si dovrà tener conto della distribuzione e flessibilità degli spazi interni ed esterni che dovranno essere interscambiabili e presentare caratteristiche di multidisciplinarità;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
678;Dovrà essere curata la progettazione degli spazi verdi e delle essenze che dovranno ridurre al minimo gli interventi manutentivi;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
679;Uno spazio alternativo polifunzionale attrezzato per l’attività di alunni e di docenti, dunque per l’apprendimento, ma anche per formazione, studio e progettazione collegiali;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
680;L'area didattica con classi versatili e separate da pareti mobili che all'occorrenza possono diventare grandi loft e accogliere più classi contemporaneamente;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
681;L'aula dovrà essere dotata di strumenti e materiali di lavoro: dotazione di fruizione digitale individuale e collettiva e arredo 3.0, comprese telecamere e strumentazione per collegamento in remoto ICT e per la ricarica dei dispositivi digitali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
682;Coloritura delle pareti in abbinamento con i tendaggi e arredi in modo da creare un ambiente piacevole e confortevole;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
683;Illuminazione che dovrà essere studiata in funzione delle aree di lavoro e delle fonti luminose meno affaticanti;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
684;Le aule destinate ai bambini più piccoli dovranno essere luminose, spaziose e con compensati appesi dove attaccare di tutto e dovranno avere dove possibile grandi vetrate sul giardino;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
685;Gli spazi esterni prevedono il giardino che circonda i caseggiati interconnessi, con alberi dai colori e profumi che cambiano al variare delle stagioni;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
686;La scuola dell'infanzia necessita inoltre di uno spazio aperto riservato e perimetrato per l'utilizzo in totale sicurezza;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
687;Gli arredi mobili possono facilitare il gioco di composizione e scomposizione dell’ambiente finalizzato ad assecondare l’alternarsi delle diverse attività e fasi di lavoro, in ambienti sufficientemente flessibili da consentire anche lo svolgimento di lavori di gruppo nei quali l’insegnante non svolge interventi frontali ma diventa facilitatore ed organizzatore delle attività, strutturando ambienti di apprendimento atti a favorire un clima positivo e la partecipazione degli studenti, assumendo così il ruolo di organizzatore dell’ambiente di apprendimento;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
688;Gli arredi saranno dunque versatili, componibili e interscambiabili per dar luogo a piani di lavoro più o meno ampi, a scaffalature mobili, pareti attrezzate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
689;Gli arredi giocano un ruolo fondamentale in una architettura flessibile, attraversabile, che si modifica e vuole consentire usi e attività in continua trasformazione;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
690;Architettura generica, che ha prestazioni energetiche, di comfort climatico, che offre un paesaggio acustico, cromatico, luminoso, spaziale di base e che si modifica e caratterizza in base all'ambiente che si vuole attivare: luci di accento, terminali di climatizzazione modificabili, tecnologie, dati, arredi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
691;I tavoli sostituiscono i banchi: consentono di lavorare a piccoli gruppi, fare ricerca, spostarsi lungo i confini dei tavoli ma anche di guardare tutti insieme la lavagna o una proiezione;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
692;Gli arredi consentono di creare spazi di gruppo, spazi laboratoriali, spazi individuali, spazi informali e di relax con componenti di reversibilità: valorizzano la capacità evolutiva della scuola e contribuiscono in modo determinante non solo al funzionamento ma alla definizione della sua identità estetica: raccontano e supportano un nuovo modello educativo e risultano quindi centrali nel processo progettuale;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
693;Grande attenzione dovrà essere data alla dotazione di attrezzature tecnologica come ad es. banchi per la ricarica di dispositivi digitali, telecamere e sistemi di interconnessione che consentano il collegamento in remoto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
694;L’abbattimento delle barriere architettoniche è un intervento cardine per rendere le strutture scolastiche accessibili e sicure per gli alunni con disabilità e realizzare per loro un percorso inclusivo adeguato;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
695;Dunque grande attenzione dovrà essere rivolta al tema suddetto per consentire l'accessibilità totale a tutti gli ambienti;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
696;Anche le dotazioni tecnologiche devono essere predisposte in maniera tale da garantire l'utilizzo anche ai portatori di handicap;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
697;Quindi, un approccio corretto tenderà non solo all’utilizzo di materiali maggiormente rinnovabili, ma anche alla minimizzazione degli scarti e dell’energia necessaria durante tutto il loro ciclo di vita, alla loro maggior riciclabilità o ad una loro minor impatto sull’ambiente durante la fase di smaltimento;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
698;Molto importante è quello relativo all’impatto energetico che ogni materiale ha incorporato;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
699;Dalla scelta dei materiali all'impiantistica dovranno essere previsti sistemi di riduzione dei consumi energetici con impatto ambientale ridotto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
700;Potranno essere proposte fonti di energia alternativa sostenibili e si dovranno utilizzare accorgimenti nelle costruzioni materiali, esposizione, ventilazione, illuminazione, isolamento con cappotto esterno, riciclo acque per irrigazione, etc. che riducano al minimo le spese e l'utilizzo di energia elettrica o termica per rendere l'edificio confortevole;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
701;Ripartire dalla riqualificazione degli edifici scolastici seguendo criteri di bioarchitettura per rendere le nostre scuole più sostenibili e meno costose da un punto di vista energetico rappresenta una delle sfide più importanti che dovremo affrontare e su cui dovrà lavorare il progetto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
702;Occorre proporre interventi mirati di efficienza energetica che permettano all'edificio scolastico di arrivare ad una sensibile riduzione della spesa per energia elettrica e per energia termica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
703;A ciò andrebbero aggiunti anche una serie di interventi per il miglioramento del benessere e della qualità indoor, come ad esempio un nuovo clima cromatico degli spazi interni ottenuto con tinte che non emettono sostanze tossiche;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
704;Si vuole con questo progetto riconoscere un valore educativo proprio alla stessa struttura edilizia che ospita una comunità in formazione;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
705;Gli ambienti dovranno godere di un ampia luminosità naturale ma nel contempo occorre tener conto che ci troviamo in un isola alquanto soleggiata e saranno perciò necessari delle schermature o sistemi che permettano la regolazione della luminosità;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
706;Si lascia libera interpretazione ai progettisti sulle scelte cromatiche che potranno passare dal bianco ai colori più vivaci, alle decorazioni su pareti. In ogni caso il tutto dovrà essere motivato e studiato nel minimo dettaglio tenendo conto in particolare delle interazioni tra colore e apprendimento in funzione delle diverse discipline e attività a cui sono destinati gli spazi;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
707;Quantomai scontato rilevare la necessità di garantire un adeguato confort termico mirando al risparmio energetico e alla sostenibilità ambientale;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
708;Dunque l'intero progetto, dalla scelta dei materiali isolanti, alle superfici vetrate alle fonti energetiche utilizzate, dovranno essere finalizzate al massimo contenimento energetico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
709;L’impatto delle scelte tecnico architettoniche sull’apprendimento finalizzato a definire la relazione con l’ambiente naturale deve dirigere verso il nuovo modello di economia che rispetta l'ambiente che orienta ad una società che non produca rifiuti, ma sappia creare ricchezza e benessere con il riutilizzo e la rigenerazione delle risorse. Pertanto dovrà far nascere in maniera naturale, negli studenti, che potremmo definire come nativi ambientali, la prospettiva del senso del rispetto dell’ambiente naturale in cui si vive;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
710;L'ambiente naturale e lo spazio esterno costituiscono dunque parte integrante del progetto e devono essere altrettanto curati e attrezzati con formazione di prati, piantumazioni, orti didattici, giochi, selciati;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
711;Il perimetro dell’edificio può offrire occasioni per rendere interessante il rapporto tra spazi interni, climatizzati, e l’ esterno;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
712;Le scelte tecnico architettoniche non potranno non supportare il processo di identità culturale che la scuola promuove, sentendosi immersa nella complessità e specificità del territorio e determinata a realizzarsi come una comunità forte e inclusiva;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
713;L’impatto delle scelte tecnico architettoniche sull’apprendimento in relazione alla qualità dell’aria, devono essere in linea con i percorsi di prevenzione propri dell’educazione alla salute e al benessere della persona, con particolare riferimento alle malattie respiratorie e allergiche;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
714;La qualità dell’aria primaria è una condizione di uso dello spazio;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
715;Si tratta di verificare la qualità dell’aerazione e non la obbligatorietà del ricambio di aria primaria;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
716;Gli spazi devono configurarsi come open-space, con soluzioni flessibili, polifunzionali, modulari e facilmente configurabili in base all’attività svolta e per usi anche di tipo informale, al fine di trasformare il modello trasmissivo della scuola, sfruttare le opportunità offerte dalle ICT e dai linguaggi digitali, creare nuovi spazi per l’apprendimento, riorganizzare il tempo del fare scuola e riconnettere i saperi della scuola e i saperi della società;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1
717;L’uso diffuso delle tecnologie permette e richiede un’organizzazione diversa dello spazio dell’apprendimento. Di qui la necessità di una progettazione integrata tra gli ambienti che potremmo definire interoperabili, in cui si pratica una didattica coinvolgente che non ha paura di pareti trasparenti che consentono la condivisione oltre l’aula;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1
718;La matrice della scuola è pensata in modo da lasciare sempre una possibilità di variazione dello spazio a seconda della attività desiderata, così da trasformare la gestione dell’ambiente nella gestione della profondità di campo, del livello di trasparenza, visibilità o partizione, in un tessuto continuo fatto di piazze, sezioni, angoli di lavoro, piazze, giardini e porticati;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
719;La flessibilità degli arredi e la polifunzionalità degli ambienti permette di aumentare il tempo di utilizzo grazie alla possibilità di riconfigurazione finalizzata allo svolgimento di attività diverse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
720;Poter riconvertire un ambiente garantisce la possibilità di poter utilizzare uno spazio per l’intera durata del tempo disponibile eliminando i tempi morti;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
721;D’altro canto l’eliminazione degli spazi di mero passaggio in favore di spazi sempre abitabili dalla comunità scolastica per lo svolgimento di attività didattiche, ma anche per la fruizione di servizi o per usi di tipo informale, permette di aumentare la vivibilità della scuola;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
722;L’adattabilità degli spazi si estende anche all’esterno, offrendosi alla comunità locale e al territorio: la scuola si configura come civic center in grado di fungere da motore del territorio, in grado di valorizzare istanze sociali, formative e culturali;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
723;Il progetto deve riporre particolare attenzione sul processo di gestione e manutenzione dell'edificio scolastico;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
724;Dovranno essere ridotte al minimo le esigenze di manutenzione dell'opera nonché degli spazi aperti e a giardino;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
725;Lo stesso progetto dovrà semplificare il processo manutentivo ed eventuali attrezzature specifiche dovranno essere ben evidenziate e costituire parte integrante del medesimo;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
726;Utilizzare materiali ecocompatibili;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
727;Prevedere strutture con sistemi che consentano una facile manutenzione ad intervalli lunghi;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
728;Prevedere sistemi ad energia alternativa che consentano un sensibile risparmio energetico e realizzare una struttura che richieda il minimo dispendio energetico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
729;Naturalmente l'intera progettazione dovrà inserirsi con grande attenzione nel contesto paesaggistico ambientale e urbano con cui è a stretto contatto;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
730;I volumi e le dimensioni dei nuovi corpi di fabbrica potrebbero impattare col contesto ambientale, dunque si raccomanda di dimensionare l'intervento in funzione del contesto limitando le altezze dei nuovi fabbricati;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
731;L’intervento rappresenta un 'opera dimensionalmente importante e dovrà essere perfettamente inserita nel contesto urbano;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
732;Particolare attenzione dovrà essere data alla scelta dei materiali con preferenza per quelli ecologicamente compatibili;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
733;Il progetto deve fungere da polo attrattivo per il territorio;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
734;La scuola rappresenta un ambiente fondamentale, dato il tempo trascorso in essa, ed è essenziale, pertanto, che sia bello, interessante e magico, caratterizzato dalla grazia e armonia delle linee e dei colori, uniti alla massima semplicità e ordine esterno, che aiuti a costruire l’ordine interno;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
735;Occorre superare l’idea di scuola come ambiente spoglio, nudo dove i colori delle pareti e degli ambienti in generale precludono ai sensi ogni via di sfogo;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
736;La scuola che immaginiamo deve trasmettere entusiasmo e passione: un ambiente bello, ordinato, tranquillo, curato nei particolari e nei dettagli, dove l’atmosfera sia di calma e serenità, in cui gli alunni non vengano inseriti ma accolti;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
737;Un ambiente semplice, ma curato e organizzato nei minimi dettagli spazi, colori, luci e anche suoni, per renderlo il più possibile accogliente, dove esistano ampi spazi, ma anche angoli di intimità, riservati allo studio individuale e per piccoli gruppi, nonché di relax e socializzazione, sia per gli alunni che per il personale;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
738;L’esterno dovrà essere altrettanto curato nei particolari, ancor di più per la natura stessa degli indirizzi propri del nostro istituto;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
739;Lo spazio scuola dovrà offrire un ambiente adeguato, ricco di materiali, attrezzature e proposte, in cui l’alunno sia libero di agire;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
740;La massima attenzione dovrà essere data al collegamento tra spazi interni ed esterni, che favoriscano il contatto con la natura circostante, affinché i docenti, in particolare delle materie di indirizzo, ma anche gli altri possano aiutare gli studenti a mettersi in comunicazione con l’ambiente;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
741;I materiali preferiti dovrebbero essere quelli della natura e della tradizione sarda: pietra, terra e legno;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
